,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
556,CHEMBL210514,COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,1400.0,5.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1148507,Binding affinity to human mu opiate receptor,1,Scientific Literature,J Med Chem,2006.0,565.67,4.80,inactive,0
557,CHEMBL2105755,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,1.1,8.96,B,CHEMBL233,Mu opioid receptor,CHEMBL4308867,Displacement of [3H]-DAMGO from recombinant human mu-opioid receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,570.65,3.48,highly_active,3
558,CHEMBL210665,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@@H](CO)N1,13470.0,4.87,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,223.28,-0.39,inactive,0
559,CHEMBL210770,Clc1ccc2[nH]cc(C3CCN(Cc4ccccc4)CC3)c2c1,230.0,6.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,324.86,5.20,intermediate,1
560,CHEMBL2111608,O=C1Cc2ccccc2N1C1CCN(C[C@@H]2CC3CCC2C3)CC1,118.0,6.93,B,CHEMBL233,Mu opioid receptor,CHEMBL1148282,Binding affinity against human Opioid receptor mu 1 on CHO cell membranes was determined by [3H]DAMGO displacement.,1,Scientific Literature,J Med Chem,2004.0,324.47,3.48,intermediate,1
561,CHEMBL2111836,CN1c2ccccc2C(c2ccccc2)=NC[C@@H]1CCNC(=O)c1cccs1,9.2,8.04,B,CHEMBL233,Mu opioid receptor,CHEMBL1144935,Binding affinity determined against Opioid receptor mu 1 from human cloned receptor,1,Scientific Literature,J Med Chem,2003.0,389.52,4.22,highly_active,3
562,CHEMBL2111837,CN1c2ccc(Cl)cc2C(c2ccccc2)=NC[C@@H]1CCNC(=O)c1cccs1,27.4,7.56,B,CHEMBL233,Mu opioid receptor,CHEMBL1144935,Binding affinity determined against Opioid receptor mu 1 from human cloned receptor,1,Scientific Literature,J Med Chem,2003.0,423.97,4.88,active,2
563,CHEMBL2111838,CN1c2ccccc2C(c2ccccc2F)=NC[C@@H]1CCNC(=O)c1ccsc1,1.5,8.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1144935,Binding affinity determined against Opioid receptor mu 1 from human cloned receptor,1,Scientific Literature,J Med Chem,2003.0,407.51,4.36,highly_active,3
564,CHEMBL2112214,CC1CCCC(C)N1C(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,571.0,6.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1148435,Binding affinity for mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,518.75,7.76,intermediate,1
565,CHEMBL2112215,C=C(C)CN(CC)C(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c2ccccc2)cc1,229.0,6.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1148435,Binding affinity for mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,504.72,7.40,intermediate,1
566,CHEMBL2112341,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(CCN4CCOCC4)C[C@@H]2CN3c2ccccc2)CC1,177.83,6.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,494.77,4.44,intermediate,1
567,CHEMBL2112342,CCCCN1C[C@@H]2CN(c3ccccc3)C3(CCN([C@H]4CC[C@@H](C(C)C)CC4)CC3)[C@@H]2C1,275.42,6.56,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,437.72,5.90,intermediate,1
568,CHEMBL2112343,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(Cc4ccccc4)C[C@@H]2CN3c2ccccc2)CC1,154.88,6.81,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,471.73,6.30,intermediate,1
569,CHEMBL2112344,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CNC[C@@H]2CN3c2ccccc2)CC1,501.19,6.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,381.61,4.39,intermediate,1
570,CHEMBL2112345,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(C)C[C@@H]2CN3c2ccccc2)CC1,537.03,6.27,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,395.64,4.73,intermediate,1
571,CHEMBL2112346,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(CC4CC4)C[C@@H]2CN3c2ccc(F)cc2)CC1,660.69,6.18,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,453.69,5.65,intermediate,1
572,CHEMBL2112347,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(c4ccccc4)C[C@@H]2CN3c2ccccc2)CC1,134.9,6.87,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,457.71,6.31,intermediate,1
573,CHEMBL2112348,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(CCO)C[C@@H]2CN3c2ccccc2)CC1,173.78,6.76,B,CHEMBL233,Mu opioid receptor,CHEMBL1145102,Inhibition of DAMGO binding to human Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2003.0,425.66,4.10,intermediate,1
574,CHEMBL2112373,N=C(N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,5.69,8.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1145928,Binding affinity against cloned human Opioid receptor mu 1 transfected into chinese hamster ovary cells using [3H]DAMGO as radioligand,1,Scientific Literature,J Med Chem,2003.0,499.62,2.60,highly_active,3
575,CHEMBL2112374,N=C(N)NCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,36.9,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1145928,Binding affinity against cloned human Opioid receptor mu 1 transfected into chinese hamster ovary cells using [3H]DAMGO as radioligand,1,Scientific Literature,J Med Chem,2003.0,485.59,2.56,active,2
576,CHEMBL2112407,O=C1Cc2ccccc2N1C1CCN(C[C@H]2CC3CCC2C3)CC1,115.0,6.94,B,CHEMBL233,Mu opioid receptor,CHEMBL1148282,Binding affinity against human Opioid receptor mu 1 on CHO cell membranes was determined by [3H]DAMGO displacement.,1,Scientific Literature,J Med Chem,2004.0,324.47,3.48,intermediate,1
577,CHEMBL2112473,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC[C@H]1Cc2ccc(O)cc2CN1,3.8,8.42,B,CHEMBL233,Mu opioid receptor,CHEMBL1145840,Binding affinity towards human cloned Opioid receptor mu 1 using [3H]DAMGO,1,Scientific Literature,J Med Chem,2003.0,451.66,4.03,highly_active,3
578,CHEMBL2112474,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1C(=O)CN(C)C,13.2,7.88,B,CHEMBL233,Mu opioid receptor,CHEMBL1145840,Binding affinity towards human cloned Opioid receptor mu 1 using [3H]DAMGO,1,Scientific Literature,J Med Chem,2003.0,550.74,3.35,active,2
579,CHEMBL2113262,O=C1N[C@@H]2CCCC[C@H]2N1C1CCN(C2CCC3CCCCC3C2)CC1,208.0,6.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1147615,Binding affinity towards opioid receptor mu 1 using [3H]- diprenophine as radioligand from membrane preparations of recombinant HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,359.56,4.15,intermediate,1
580,CHEMBL2113273,CCN1C(=O)N(C2CCN(C3CCC4CCCCC4C3)CC2)[C@@H]2CCCC[C@H]21,279.0,6.55,B,CHEMBL233,Mu opioid receptor,CHEMBL1147615,Binding affinity towards opioid receptor mu 1 using [3H]- diprenophine as radioligand from membrane preparations of recombinant HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,387.61,4.88,intermediate,1
581,CHEMBL2113275,C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.43,9.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1147138,Displacement of [3H]DAMGO from human opioid gamma receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2007.0,805.07,8.09,highly_active,3
582,CHEMBL2113278,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3CC(OC)OC3OC)C[C@]21C,4810.0,5.32,B,CHEMBL233,Mu opioid receptor,CHEMBL1145447,Displacement of [125I]IOXY from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2007.0,496.55,2.02,inactive,0
583,CHEMBL2113281,O=Cc1cc2ccc(C(=O)Nc3cccc4c5c([nH]c34)[C@@H]3Oc4c(O)ccc6c4[C@@]34CCN(CC3CC3)[C@H](C6)[C@]4(O)C5)cc2cc1C=O,144.0,6.84,B,CHEMBL233,Mu opioid receptor,CHEMBL1145404,Displacement of [3H]diprenorphine from mu opioid receptor expressed in human HEK293 cells,1,Scientific Literature,J Med Chem,2007.0,639.71,5.60,intermediate,1
584,CHEMBL2113282,O=C1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1,400.0,6.4,B,CHEMBL233,Mu opioid receptor,CHEMBL1148706,Displacement of [125I]IOXY from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2007.0,335.45,3.70,intermediate,1
585,CHEMBL2113294,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315,1.69,8.77,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,500.64,3.97,highly_active,3
586,CHEMBL2113295,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4C)[C@@H](C2)N(C)CC[C@]315,0.74,9.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,514.67,4.28,highly_active,3
587,CHEMBL2113296,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4Cl)[C@@H](C2)N(C)CC[C@]315,0.63,9.2,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,535.08,4.62,highly_active,3
588,CHEMBL2113297,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(C)cc4)[C@@H](C2)N(C)CC[C@]315,11.8,7.93,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,514.67,4.28,active,2
589,CHEMBL2113298,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,2.61,8.58,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,535.08,4.62,highly_active,3
590,CHEMBL2113299,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,0.87,9.06,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,545.64,3.88,highly_active,3
591,CHEMBL2113300,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4[N+](=O)[O-])[C@@H](C2)N(C)CC[C@]315,2.96,8.53,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,545.64,3.88,highly_active,3
592,CHEMBL2113301,COc1ccccc1/C=C/C(=O)NC[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,1.98,8.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,530.67,3.98,highly_active,3
593,CHEMBL2113302,COc1ccc(/C=C/C(=O)NC[C@H]2C[C@@]34CC[C@@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(C)[C@@H]4C6)cc1,12.8,7.89,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,530.67,3.98,active,2
594,CHEMBL2113303,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.25,9.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,486.61,3.67,highly_active,3
595,CHEMBL2113304,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.14,9.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,500.64,3.97,highly_active,3
596,CHEMBL2113305,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1Cl)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.25,9.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,521.06,4.32,highly_active,3
597,CHEMBL2113306,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(C)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.23,9.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,500.64,3.97,highly_active,3
598,CHEMBL2113307,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.18,9.74,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,521.06,4.32,highly_active,3
599,CHEMBL2113308,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.19,9.72,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,531.61,3.57,highly_active,3
600,CHEMBL2113309,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315,11.3,7.95,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,486.66,4.44,active,2
601,CHEMBL2113310,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,34.2,7.47,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,521.1,5.10,active,2
602,CHEMBL2113311,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.39,9.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,472.63,4.14,highly_active,3
603,CHEMBL2113312,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.68,9.17,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,507.07,4.79,highly_active,3
604,CHEMBL2113313,CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccccc5C)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.22,9.66,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,510.63,3.70,highly_active,3
605,CHEMBL2113314,CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccc(C)cc5)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,0.48,9.32,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,510.63,3.70,highly_active,3
606,CHEMBL2113372,CCCCCCC(=O)N[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,33.4,7.48,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,485.63,4.89,active,2
607,CHEMBL2113373,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NC(=O)CCc2ccccc2)C1C5,9.61,8.02,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,505.62,4.55,highly_active,3
608,CHEMBL2113376,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(N)C1C5,1051.0,5.98,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,373.46,2.76,inactive,0
609,CHEMBL2113377,CCCCN[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,37.2,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,429.56,4.19,active,2
610,CHEMBL2113378,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NCCCc2ccccc2)C1C5,10.2,7.99,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,491.64,5.02,active,2
611,CHEMBL2113379,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NC(=O)Cc2ccccc2)C1C5,29.3,7.53,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,491.59,4.16,active,2
612,CHEMBL2113380,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(CCCc2ccccc2)C1C5,4.91,8.31,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,476.62,6.07,highly_active,3
613,CHEMBL2113381,CCCCC(=O)N[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,51.1,7.29,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,457.57,4.11,active,2
614,CHEMBL2113382,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NCCc2ccccc2)C1C5,1.68,8.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,477.61,4.63,highly_active,3
615,CHEMBL2113383,CCN[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,76.3,7.12,B,CHEMBL233,Mu opioid receptor,CHEMBL1144921,Displacement of [3H]DAMGO from human recombinant Opioid receptor mu 1 on CHO cell membranes.,1,Scientific Literature,J Med Chem,2003.0,401.51,3.41,active,2
616,CHEMBL2113666,CN1CC[C@]23c4c5cccc4O[C@H]2C(=O)CC[C@@]3(NC(=O)/C=C/c2ccccc2Cl)[C@H]1C5,0.15,9.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1148829,Displacement of [3H]DAMGO from human cloned mu opioid receptor,1,Scientific Literature,J Med Chem,2007.0,448.95,3.53,highly_active,3
617,CHEMBL2113671,CO[C@]12C=C[C@@]3(C[C@H]1[C@@H](C)OCc1ccccc1)[C@H]1Cc4ccc(O)c5c4C3(CCN1C)[C@@H]2O5,0.64,9.19,B,CHEMBL233,Mu opioid receptor,CHEMBL1132936,Binding affinity against cloned human Opioid receptor mu 1 transfected onto CHO cells using [3H]DAMGO,1,Scientific Literature,J Med Chem,2000.0,459.59,4.22,highly_active,3
618,CHEMBL2113672,CO[C@]12C=C[C@@]3(C[C@H]1[C@H](C)OCc1ccccc1)[C@H]1Cc4ccc(O)c5c4C3(CCN1C)[C@@H]2O5,0.67,9.17,B,CHEMBL233,Mu opioid receptor,CHEMBL1132936,Binding affinity against cloned human opioid Opioid receptor mu 1 transfected onto CHO cells using [3H]DAMGO,1,Scientific Literature,J Med Chem,2000.0,459.59,4.22,highly_active,3
619,CHEMBL211543,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1Cc2ccccc2CN(Cc2nc3ccccc3[nH]2)C1=O,19.9,7.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1138032,Binding affinity to mu opioid receptor,1,Scientific Literature,J Med Chem,2006.0,497.6,3.03,active,2
620,CHEMBL211722,Fc1ccc2[nH]cc(C3CCN(C4Cc5cccc6cccc4c56)CC3)c2c1,500.0,6.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,370.47,5.94,intermediate,1
621,CHEMBL211723,Clc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1,500.0,6.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,322.84,5.11,intermediate,1
622,CHEMBL211846,Fc1ccc2[nH]cc(C3CCN(CC4CCCCCCC4)CC3)c2c1,1080.0,5.97,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,342.5,5.85,inactive,0
623,CHEMBL212434,C[C@H]1C2Cc3ccc(C(=O)NCCCc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,5.8,8.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1146899,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006.0,492.71,6.65,highly_active,3
624,CHEMBL212525,Cn1cc(C2CCN(C3Cc4cccc5cccc3c45)CC2O)c2cccnc21,170.0,6.77,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,383.5,4.17,intermediate,1
